age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,salary
20,Self-emp,Masters,9,Married,Craft-repair,Not-in-family,White,Female,49,76514
45,Private,Bachelors,8,Married,Other-service,Wife,Amer-Indian-Eskimo,Male,52,97278
23,Self-emp,HS-grad,10,Divorced,Tech-support,Wife,White,Female,34,46296
61,Self-emp,Bachelors,9,Divorced,Prof-specialty,Wife,Other,Male,22,67132
61,Self-emp,Assoc,10,Widowed,Prof-specialty,Not-in-family,White,Female,13,41980
38,Self-emp,Some-college,16,Separated,Craft-repair,Own-child,Other,Male,63,21574
45,Self-emp,Some-college,8,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,15,38081
57,Unemployed,Some-college,6,Single,Tech-support,Not-in-family,Other,Female,40,23426
18,Self-emp,HS-grad,4,Single,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,38,45444
53,Government,Bachelors,9,Single,Sales,Husband,Other,Female,55,44848
38,Private,Doctorate,16,Married,Craft-repair,Wife,Other,Male,44,115370
60,Unemployed,Assoc,12,Widowed,Exec-managerial,Not-in-family,Black,Female,66,60640
52,Unemployed,Some-college,9,Married,Exec-managerial,Own-child,Black,Female,66,30855
30,Self-emp,Masters,10,Single,Craft-repair,Unmarried,White,Male,43,135888
66,Private,Bachelors,16,Divorced,Exec-managerial,Own-child,Black,Male,72,66133
27,Government,Assoc,10,Single,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,38,56440
61,Self-emp,Assoc,9,Divorced,Exec-managerial,Not-in-family,Black,Female,82,92314
64,Private,Masters,14,Widowed,Tech-support,Husband,White,Female,29,146252
27,Self-emp,Masters,10,Separated,Sales,Own-child,Amer-Indian-Eskimo,Female,75,138337
63,Self-emp,Masters,3,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,56,126530
30,Self-emp,Some-college,11,Married,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,6,22944
54,Self-emp,Some-college,12,Single,Sales,Wife,Asian-Pac-Islander,Female,9,19246
55,Self-emp,Bachelors,15,Single,Other-service,Wife,White,Female,22,61005
41,Self-emp,Masters,3,Single,Prof-specialty,Own-child,Black,Male,46,145116
19,Self-emp,Doctorate,11,Divorced,Sales,Husband,Amer-Indian-Eskimo,Female,89,123198
39,Government,Assoc,6,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,31,56213
34,Unemployed,Masters,6,Divorced,Other-service,Not-in-family,Black,Female,21,114951
53,Government,Assoc,15,Married,Craft-repair,Unmarried,White,Female,38,63000
31,Self-emp,HS-grad,13,Single,Craft-repair,Husband,Black,Female,52,59541
27,Self-emp,HS-grad,15,Divorced,Tech-support,Own-child,Other,Male,19,34232
52,Government,Masters,13,Single,Exec-managerial,Unmarried,Other,Female,10,87617
42,Government,Assoc,6,Married,Tech-support,Unmarried,Other,Female,46,72193
20,Unemployed,HS-grad,5,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,76,41164
64,Government,Masters,14,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,83,86558
55,Unemployed,Assoc,5,Separated,Prof-specialty,Unmarried,White,Male,66,41443
34,Self-emp,Masters,2,Single,Other-service,Husband,Asian-Pac-Islander,Female,79,70472
29,Private,Some-college,14,Divorced,Tech-support,Not-in-family,Black,Female,38,33709
69,Private,Assoc,7,Single,Sales,Own-child,Asian-Pac-Islander,Female,62,99017
41,Private,HS-grad,12,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Male,72,49459
46,Private,Masters,4,Divorced,Prof-specialty,Unmarried,Black,Female,46,88493
60,Self-emp,HS-grad,14,Married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,35,41443
42,Private,Masters,3,Separated,Craft-repair,Husband,White,Female,43,81218
53,Government,Bachelors,8,Divorced,Prof-specialty,Unmarried,Black,Male,30,86728
43,Government,HS-grad,4,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Female,73,54451
55,Private,HS-grad,15,Separated,Sales,Wife,Other,Female,63,41908
18,Government,Doctorate,11,Married,Other-service,Wife,Other,Male,30,95678
37,Unemployed,Some-college,4,Single,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,83,24585
45,Self-emp,HS-grad,8,Single,Craft-repair,Wife,Asian-Pac-Islander,Female,29,44861
33,Private,Assoc,1,Divorced,Other-service,Not-in-family,White,Female,66,42362
64,Private,Masters,9,Separated,Sales,Not-in-family,White,Male,92,107864
34,Self-emp,Bachelors,14,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo,Male,72,99994
57,Government,Assoc,16,Married,Exec-managerial,Own-child,White,Female,89,83860
45,Self-emp,Assoc,7,Single,Other-service,Husband,Black,Male,74,57459
29,Self-emp,Assoc,15,Married,Prof-specialty,Wife,White,Female,22,47945
44,Government,Assoc,12,Married,Tech-support,Husband,Other,Female,35,82792
59,Self-emp,Bachelors,2,Married,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,42,94028
64,Government,Doctorate,11,Separated,Sales,Not-in-family,Black,Male,24,133408
47,Government,Some-college,16,Separated,Prof-specialty,Own-child,White,Male,26,26433
58,Self-emp,HS-grad,12,Separated,Other-service,Husband,Other,Female,31,26092
51,Unemployed,Assoc,6,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Female,87,63034
54,Government,HS-grad,8,Separated,Prof-specialty,Not-in-family,White,Female,2,28962
23,Self-emp,HS-grad,11,Divorced,Prof-specialty,Unmarried,Other,Female,39,58779
24,Government,Assoc,5,Single,Sales,Unmarried,Other,Male,97,58760
49,Unemployed,Doctorate,6,Single,Tech-support,Husband,Other,Female,88,117524
49,Unemployed,HS-grad,12,Single,Prof-specialty,Not-in-family,Other,Male,12,49015
42,Private,Masters,10,Single,Prof-specialty,Husband,Asian-Pac-Islander,Female,73,94351
50,Government,HS-grad,8,Single,Tech-support,Husband,Amer-Indian-Eskimo,Female,44,28609
24,Government,Some-college,13,Separated,Tech-support,Husband,Other,Male,43,17500
69,Self-emp,Assoc,6,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,67,94784
29,Government,Bachelors,12,Separated,Other-service,Wife,Asian-Pac-Islander,Female,87,96951
33,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,88,31516
33,Unemployed,Doctorate,15,Separated,Tech-support,Own-child,Black,Female,97,88474
60,Unemployed,Masters,12,Single,Exec-managerial,Wife,Black,Female,94,107811
53,Private,Masters,9,Married,Tech-support,Husband,Other,Female,38,98512
30,Government,Bachelors,9,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,66,41746
24,Government,Some-college,6,Married,Sales,Own-child,Asian-Pac-Islander,Male,40,29596
53,Private,Bachelors,12,Single,Sales,Not-in-family,White,Male,22,56668
64,Self-emp,Some-college,15,Widowed,Other-service,Not-in-family,Black,Male,75,18847
68,Unemployed,HS-grad,12,Married,Prof-specialty,Wife,Black,Male,63,25616
26,Private,Assoc,9,Separated,Sales,Own-child,White,Female,59,85985
49,Private,Doctorate,3,Single,Craft-repair,Husband,Amer-Indian-Eskimo,Female,76,80798
28,Government,Masters,5,Separated,Sales,Wife,Amer-Indian-Eskimo,Male,19,133365
25,Unemployed,Bachelors,2,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,20,60966
50,Government,Doctorate,12,Single,Tech-support,Own-child,Other,Male,73,86616
40,Private,Some-college,13,Widowed,Tech-support,Unmarried,Other,Female,43,17099
42,Self-emp,Assoc,13,Divorced,Craft-repair,Husband,White,Male,58,44382
25,Unemployed,Masters,8,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,82,148920
62,Private,Masters,11,Single,Tech-support,Own-child,White,Male,54,131379
39,Private,Some-college,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,82,30213
21,Self-emp,Assoc,4,Married,Exec-managerial,Not-in-family,White,Female,40,96590
57,Private,Masters,6,Widowed,Prof-specialty,Unmarried,Other,Female,27,141372
20,Private,Assoc,6,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,13,86017
46,Unemployed,Masters,16,Separated,Prof-specialty,Wife,Black,Male,47,136633
58,Unemployed,HS-grad,5,Single,Tech-support,Wife,White,Female,72,27114
46,Unemployed,Some-college,12,Separated,Other-service,Wife,White,Female,23,36094
51,Government,Assoc,12,Married,Prof-specialty,Own-child,Black,Female,59,82149
51,Self-emp,Doctorate,1,Married,Craft-repair,Wife,White,Female,77,145330
45,Unemployed,HS-grad,11,Single,Sales,Own-child,Amer-Indian-Eskimo,Female,7,52798
30,Government,Doctorate,7,Separated,Other-service,Husband,Black,Male,50,77645
32,Government,Some-college,10,Divorced,Exec-managerial,Wife,Black,Female,66,33292
40,Self-emp,Masters,15,Divorced,Sales,Own-child,Amer-Indian-Eskimo,Male,3,123392
61,Self-emp,Doctorate,8,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,39,117559
43,Private,HS-grad,1,Single,Craft-repair,Own-child,Black,Female,87,44942
21,Government,Assoc,10,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Male,7,54042
43,Unemployed,Bachelors,7,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,68,55919
57,Self-emp,Doctorate,4,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Female,55,115323
26,Government,Bachelors,6,Divorced,Craft-repair,Not-in-family,Black,Female,8,71684
22,Unemployed,Some-college,9,Widowed,Prof-specialty,Unmarried,White,Female,32,21342
49,Government,Doctorate,15,Single,Exec-managerial,Wife,Asian-Pac-Islander,Male,19,74619
37,Self-emp,Doctorate,16,Married,Exec-managerial,Husband,Black,Male,12,83419
67,Private,Assoc,5,Married,Craft-repair,Own-child,Asian-Pac-Islander,Female,57,49475
28,Government,Masters,8,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,10,129238
32,Unemployed,HS-grad,16,Single,Sales,Wife,Amer-Indian-Eskimo,Female,78,59266
49,Self-emp,HS-grad,16,Single,Exec-managerial,Own-child,White,Male,91,37632
45,Private,HS-grad,5,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,21,55976
39,Unemployed,Some-college,2,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,20,28611
58,Unemployed,Masters,4,Widowed,Tech-support,Own-child,Black,Female,4,96024
34,Unemployed,Bachelors,14,Separated,Craft-repair,Not-in-family,Black,Male,19,58398
43,Government,HS-grad,2,Widowed,Prof-specialty,Unmarried,White,Female,29,34520
61,Self-emp,Bachelors,7,Married,Sales,Own-child,Asian-Pac-Islander,Female,71,94473
24,Unemployed,Masters,7,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,64,90157
59,Government,Some-college,14,Single,Tech-support,Unmarried,Other,Male,97,29185
43,Self-emp,Masters,15,Married,Sales,Not-in-family,White,Female,72,149192
42,Self-emp,Assoc,3,Married,Exec-managerial,Own-child,White,Female,11,42023
27,Government,HS-grad,14,Widowed,Craft-repair,Wife,Other,Female,33,32772
62,Government,Some-college,13,Divorced,Sales,Wife,Black,Female,25,30244
36,Unemployed,Assoc,7,Widowed,Exec-managerial,Unmarried,Black,Male,33,86806
28,Self-emp,HS-grad,15,Married,Tech-support,Own-child,Black,Female,26,27538
30,Private,Masters,1,Single,Exec-managerial,Wife,Other,Male,36,138325
25,Government,Masters,1,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,11,75236
57,Self-emp,Doctorate,9,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Female,30,102119
21,Self-emp,Doctorate,6,Married,Sales,Wife,Asian-Pac-Islander,Female,57,100754
64,Unemployed,Masters,13,Separated,Other-service,Unmarried,Asian-Pac-Islander,Male,97,92847
48,Private,Masters,14,Separated,Craft-repair,Husband,Black,Male,10,107926
45,Unemployed,Bachelors,16,Married,Tech-support,Unmarried,Other,Male,93,74636
28,Private,Bachelors,12,Divorced,Tech-support,Wife,White,Female,25,47089
60,Private,Assoc,5,Married,Tech-support,Husband,Amer-Indian-Eskimo,Male,96,56395
18,Government,Doctorate,13,Single,Exec-managerial,Unmarried,Other,Female,68,96509
66,Self-emp,Doctorate,16,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,57,131357
64,Self-emp,Masters,6,Single,Other-service,Husband,Amer-Indian-Eskimo,Female,34,130225
69,Self-emp,Masters,6,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,86,91452
55,Private,Assoc,1,Separated,Craft-repair,Own-child,Other,Female,77,72062
41,Self-emp,Some-college,5,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,54,29623
64,Government,Some-college,9,Married,Exec-managerial,Unmarried,Other,Female,51,32377
48,Private,Some-college,4,Widowed,Exec-managerial,Wife,White,Female,6,22753
58,Private,Doctorate,3,Single,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,59,102650
63,Private,Bachelors,1,Widowed,Prof-specialty,Husband,Other,Female,54,79010
67,Private,Some-college,14,Divorced,Sales,Own-child,Other,Male,17,23842
43,Government,HS-grad,15,Married,Exec-managerial,Unmarried,White,Female,26,50906
66,Self-emp,Assoc,2,Widowed,Tech-support,Wife,Other,Female,88,68124
67,Government,Some-college,3,Single,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,9,16878
22,Self-emp,HS-grad,4,Widowed,Exec-managerial,Husband,Black,Female,2,50717
37,Government,Some-college,7,Married,Prof-specialty,Own-child,Black,Male,20,24837
69,Unemployed,Bachelors,6,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Male,91,44602
58,Unemployed,Bachelors,11,Single,Sales,Own-child,White,Male,6,82671
28,Unemployed,Some-college,8,Married,Other-service,Husband,Asian-Pac-Islander,Male,91,34688
50,Unemployed,HS-grad,14,Divorced,Sales,Not-in-family,Black,Male,88,47815
67,Private,Assoc,9,Divorced,Tech-support,Own-child,White,Male,79,44457
55,Private,HS-grad,15,Separated,Tech-support,Not-in-family,Other,Female,55,30719
44,Government,Assoc,6,Widowed,Prof-specialty,Wife,Other,Female,48,40105
51,Government,Some-college,7,Single,Other-service,Wife,Amer-Indian-Eskimo,Male,58,39541
32,Unemployed,Assoc,4,Widowed,Prof-specialty,Wife,Black,Male,97,58170
49,Self-emp,Masters,2,Married,Craft-repair,Unmarried,Other,Male,42,121552
38,Unemployed,Doctorate,9,Separated,Other-service,Husband,White,Female,74,106668
63,Government,Doctorate,9,Single,Other-service,Not-in-family,Other,Female,21,92334
22,Unemployed,Bachelors,15,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,6,61890
23,Government,Masters,4,Single,Sales,Not-in-family,Asian-Pac-Islander,Female,30,135921
55,Unemployed,Doctorate,12,Married,Tech-support,Husband,Asian-Pac-Islander,Female,23,94169
39,Self-emp,Some-college,3,Separated,Sales,Own-child,Asian-Pac-Islander,Male,36,26716
35,Unemployed,Assoc,10,Single,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,3,43972
31,Self-emp,Assoc,14,Married,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,90,44041
27,Self-emp,HS-grad,11,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,34,40310
63,Government,HS-grad,6,Single,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,30,55196
30,Self-emp,Assoc,14,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,82,74790
48,Private,Some-college,14,Single,Tech-support,Own-child,Other,Female,81,22274
47,Private,Assoc,3,Single,Other-service,Own-child,White,Female,42,57669
20,Private,HS-grad,1,Married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,21,56505
47,Government,Doctorate,4,Widowed,Craft-repair,Unmarried,White,Female,88,136679
23,Private,Bachelors,1,Widowed,Craft-repair,Wife,Black,Male,4,68550
46,Government,HS-grad,2,Single,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,49,55124
25,Government,Some-college,3,Separated,Sales,Not-in-family,Black,Female,48,21269
61,Private,Doctorate,8,Separated,Other-service,Wife,Amer-Indian-Eskimo,Female,89,92697
62,Self-emp,Doctorate,10,Married,Sales,Wife,Asian-Pac-Islander,Female,51,149869
60,Unemployed,Doctorate,4,Single,Exec-managerial,Wife,Black,Female,24,97372
61,Government,Masters,4,Single,Craft-repair,Husband,Other,Female,46,91080
50,Private,Masters,13,Widowed,Prof-specialty,Own-child,Black,Female,27,125704
34,Government,Doctorate,10,Married,Other-service,Husband,Amer-Indian-Eskimo,Female,95,79842
65,Self-emp,Some-college,16,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,51,26886
28,Self-emp,Assoc,9,Separated,Sales,Own-child,White,Male,99,92592
30,Private,Some-college,7,Separated,Exec-managerial,Unmarried,Black,Male,20,39170
67,Government,Masters,16,Single,Exec-managerial,Not-in-family,Other,Female,80,74042
28,Unemployed,HS-grad,2,Married,Tech-support,Own-child,Asian-Pac-Islander,Female,95,42131
48,Unemployed,Masters,3,Divorced,Craft-repair,Not-in-family,White,Female,71,122294
45,Government,Assoc,4,Separated,Other-service,Unmarried,Black,Female,18,52025
61,Government,Bachelors,4,Married,Tech-support,Own-child,White,Female,8,67829
23,Government,Masters,10,Divorced,Craft-repair,Wife,Black,Male,27,101352
58,Private,Some-college,8,Single,Exec-managerial,Own-child,Asian-Pac-Islander,Female,14,25917
33,Self-emp,Some-college,10,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,18,28266
21,Unemployed,Doctorate,14,Separated,Sales,Husband,Other,Female,65,135898
52,Private,Doctorate,10,Separated,Other-service,Own-child,White,Female,31,140728
65,Government,Doctorate,6,Divorced,Tech-support,Wife,Other,Female,20,133051
43,Government,Bachelors,16,Widowed,Other-service,Own-child,Black,Female,70,87644
29,Self-emp,Assoc,3,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,68665
28,Government,HS-grad,11,Single,Sales,Own-child,Asian-Pac-Islander,Male,1,36618
54,Private,Some-college,9,Married,Craft-repair,Wife,Amer-Indian-Eskimo,Male,19,33420
42,Private,Some-college,10,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,39,38709
35,Self-emp,Assoc,16,Separated,Sales,Wife,Other,Male,27,44958
36,Private,Bachelors,8,Separated,Craft-repair,Unmarried,White,Female,56,77180
40,Unemployed,Doctorate,9,Married,Tech-support,Wife,Black,Female,16,89858
55,Private,Assoc,15,Single,Prof-specialty,Not-in-family,Other,Male,78,88537
35,Private,HS-grad,16,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Female,98,37267
43,Private,Doctorate,5,Single,Exec-managerial,Own-child,Asian-Pac-Islander,Female,7,106948
23,Unemployed,HS-grad,3,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,20,31656
21,Government,Masters,4,Single,Other-service,Not-in-family,Black,Male,31,104306
61,Private,HS-grad,14,Married,Exec-managerial,Husband,Other,Male,86,45159
68,Self-emp,Doctorate,13,Widowed,Craft-repair,Own-child,Black,Male,84,106050
46,Unemployed,Masters,12,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,79,96121
51,Self-emp,Doctorate,5,Married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,25,127671
34,Private,Some-college,9,Separated,Tech-support,Not-in-family,Other,Female,1,26297
60,Self-emp,Doctorate,9,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,17,123843
60,Private,Masters,14,Single,Prof-specialty,Unmarried,Other,Female,80,95389
33,Unemployed,HS-grad,3,Separated,Tech-support,Wife,Asian-Pac-Islander,Female,85,37092
19,Self-emp,Some-college,7,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Female,27,30708
51,Self-emp,Bachelors,16,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,99,51850
25,Private,Bachelors,6,Single,Tech-support,Unmarried,Other,Female,24,97357
30,Private,Bachelors,15,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,62,98584
59,Government,Bachelors,4,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,52,55985
25,Private,Assoc,16,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,51,52233
47,Private,Bachelors,5,Separated,Sales,Own-child,Other,Female,66,70952
49,Government,Masters,14,Divorced,Exec-managerial,Not-in-family,Other,Male,57,129676
53,Private,Bachelors,15,Widowed,Craft-repair,Not-in-family,White,Female,55,89529
64,Private,Doctorate,10,Widowed,Exec-managerial,Wife,Other,Female,53,88952
47,Government,Bachelors,2,Separated,Other-service,Unmarried,Asian-Pac-Islander,Male,89,41522
18,Unemployed,HS-grad,11,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,19,33976
60,Unemployed,Masters,7,Single,Sales,Not-in-family,White,Female,13,131712
56,Private,Masters,14,Single,Tech-support,Husband,Amer-Indian-Eskimo,Female,29,89276
34,Private,Some-college,4,Single,Other-service,Not-in-family,Other,Male,96,34258
37,Government,Assoc,2,Separated,Craft-repair,Own-child,Black,Female,6,61198
41,Government,Doctorate,11,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,73,115295
67,Unemployed,Masters,6,Married,Exec-managerial,Wife,Other,Male,1,91391
39,Self-emp,HS-grad,11,Single,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,24,47151
46,Private,Bachelors,12,Married,Prof-specialty,Not-in-family,Other,Female,74,66015
39,Self-emp,Masters,2,Widowed,Tech-support,Own-child,White,Male,99,73029
61,Self-emp,HS-grad,16,Separated,Other-service,Husband,Black,Male,6,59307
26,Government,Bachelors,10,Widowed,Tech-support,Unmarried,Black,Female,48,46292
54,Private,Assoc,2,Single,Tech-support,Not-in-family,Black,Male,20,82741
27,Private,Masters,7,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,76,115189
53,Government,Masters,1,Single,Sales,Not-in-family,Black,Female,67,96505
54,Self-emp,HS-grad,7,Married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,55,27191
45,Government,Some-college,10,Single,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,18,23968
45,Unemployed,Doctorate,5,Divorced,Craft-repair,Not-in-family,Other,Female,21,75575
59,Private,Assoc,1,Divorced,Craft-repair,Not-in-family,White,Female,99,92562
60,Unemployed,Doctorate,16,Separated,Sales,Unmarried,Asian-Pac-Islander,Female,64,96736
38,Government,Masters,6,Separated,Prof-specialty,Not-in-family,White,Female,37,105612
41,Private,Doctorate,7,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,19,144331
59,Unemployed,Bachelors,1,Divorced,Prof-specialty,Unmarried,Other,Female,89,96141
57,Unemployed,Assoc,9,Married,Sales,Not-in-family,White,Female,56,88645
19,Self-emp,Doctorate,15,Single,Other-service,Husband,Asian-Pac-Islander,Female,62,122252
25,Private,Bachelors,7,Separated,Tech-support,Own-child,White,Female,18,71948
65,Unemployed,HS-grad,1,Married,Exec-managerial,Husband,Black,Female,30,27499
44,Unemployed,Doctorate,3,Single,Tech-support,Own-child,Black,Female,56,97228
39,Self-emp,Assoc,16,Separated,Craft-repair,Husband,Black,Male,42,87819
54,Unemployed,Bachelors,5,Married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,53,61219
44,Unemployed,Doctorate,4,Widowed,Sales,Husband,Black,Female,98,118360
46,Unemployed,HS-grad,2,Widowed,Craft-repair,Husband,Black,Male,74,33052
20,Self-emp,Doctorate,16,Separated,Exec-managerial,Own-child,Other,Male,86,101409
61,Unemployed,Bachelors,15,Married,Other-service,Not-in-family,White,Male,50,68957
30,Unemployed,Doctorate,1,Single,Other-service,Own-child,White,Female,4,79729
62,Private,Assoc,4,Single,Craft-repair,Not-in-family,Black,Male,63,98034
27,Private,Masters,7,Married,Tech-support,Wife,White,Female,67,124841
53,Self-emp,Bachelors,11,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,56,95624
26,Government,Bachelors,4,Married,Prof-specialty,Unmarried,Black,Male,49,96937
44,Private,Bachelors,9,Widowed,Other-service,Own-child,Black,Male,92,76859
51,Self-emp,Bachelors,16,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,22,59060
68,Unemployed,Doctorate,14,Single,Craft-repair,Husband,Asian-Pac-Islander,Female,12,88975
18,Unemployed,Assoc,8,Separated,Prof-specialty,Unmarried,Black,Male,49,64028
49,Self-emp,HS-grad,8,Divorced,Sales,Own-child,Black,Male,13,29265
42,Unemployed,Assoc,5,Married,Other-service,Own-child,White,Male,33,97454
46,Unemployed,Bachelors,12,Widowed,Exec-managerial,Own-child,Black,Male,47,79746
24,Government,Some-college,15,Married,Prof-specialty,Not-in-family,Black,Male,64,19370
66,Unemployed,Doctorate,1,Separated,Sales,Own-child,Black,Male,83,144482
20,Private,Some-college,15,Separated,Sales,Wife,Black,Male,17,18931
37,Unemployed,Doctorate,9,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,34,100274
37,Self-emp,Bachelors,2,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,68,47132
47,Government,Doctorate,6,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,39,143797
52,Unemployed,Bachelors,10,Divorced,Exec-managerial,Husband,White,Female,72,43468
52,Self-emp,Assoc,16,Widowed,Exec-managerial,Husband,Other,Male,97,60156
66,Private,Masters,14,Single,Tech-support,Unmarried,Black,Female,1,129059
56,Unemployed,Doctorate,5,Widowed,Exec-managerial,Own-child,White,Female,5,101027
44,Government,Bachelors,10,Divorced,Other-service,Own-child,Other,Female,96,83075
43,Unemployed,Some-college,13,Married,Other-service,Not-in-family,Black,Male,40,30270
31,Self-emp,Bachelors,15,Divorced,Craft-repair,Wife,Black,Female,63,73156
34,Government,Some-college,8,Separated,Sales,Wife,Other,Female,1,26452
35,Unemployed,Doctorate,11,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,35,135166
62,Private,HS-grad,3,Single,Exec-managerial,Wife,Other,Male,86,59542
69,Government,Some-college,6,Widowed,Sales,Not-in-family,Other,Female,93,15727
46,Private,Bachelors,6,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,17,78132
37,Self-emp,Doctorate,10,Widowed,Prof-specialty,Own-child,Black,Male,94,113481
44,Unemployed,Bachelors,3,Widowed,Tech-support,Wife,Black,Male,99,59832
35,Private,HS-grad,12,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,60,25271
21,Self-emp,Masters,12,Married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,1,108292
18,Unemployed,HS-grad,15,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,4,41741
67,Self-emp,Assoc,12,Single,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,9,91704
18,Private,Doctorate,7,Single,Tech-support,Unmarried,Asian-Pac-Islander,Male,45,121045
43,Self-emp,HS-grad,11,Married,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,32,40191
62,Government,Masters,4,Married,Exec-managerial,Husband,Other,Male,69,117923
37,Unemployed,Bachelors,5,Divorced,Exec-managerial,Own-child,Black,Male,14,99274
69,Self-emp,Doctorate,9,Single,Other-service,Not-in-family,Black,Male,51,112135
40,Private,Some-college,6,Separated,Other-service,Wife,White,Female,90,28148
27,Unemployed,HS-grad,16,Married,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,23,43834
28,Government,Masters,10,Married,Tech-support,Own-child,Amer-Indian-Eskimo,Female,46,90849
58,Unemployed,HS-grad,15,Married,Sales,Own-child,Asian-Pac-Islander,Male,86,55518
58,Government,Assoc,13,Separated,Exec-managerial,Unmarried,White,Male,27,40525
22,Unemployed,Doctorate,4,Single,Craft-repair,Husband,White,Female,89,88711
